created,text,retweet_count,followers
2017-10-30T12:34:25.000Z,"USA Personal Spending (MoM) for Sep 1.00% vs 0.80% Est; Prior 0.10%
$QQQ $SPY $FB $AAPL $AMZN $GOOGL",0,117
2017-10-30T12:34:32.000Z,RT @cnntech: The company's stock popped 3% in after hours trading Thursday following the earnings report https://t.co/YurBVXb2S8 $GOOGL,27,0
2017-10-30T12:34:54.000Z,"$GOOGL technical alerts: Expansion Breakout, New 52 Week Closing High, Lizard Bearish, Doji - Be... https://t.co/aN6nozihdh",0,1620
2017-10-30T12:38:20.000Z,RT @ForexAnalytics1: #GOOGL #Google Daily - Pitchforks don't do Coincidences. Please RT + Next free Webinar: https://t.co/2B0Gkh7LSX … http…,29,164
2017-10-30T12:45:05.000Z,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! 

$AMZN $NFLX $GOOGL $BABA $GS $FB",0,898
2017-10-30T12:48:42.000Z,RT @SeekingAlpha: https://t.co/O9AY4sBaaZ $AAPL #APPLE $AMZN $CBS $DIS $DISH $FB $GOOG $GOOGL $NFLX $T $ROKU,27,674
2017-10-30T12:48:56.000Z,Hedge Funds For Dummies: https://t.co/XbD0J4FNcz $SPY $SPX $VIX $AAPL $AMZN $GOOGL $NFLX $TSLA $WMT $IBM,0,907
2017-10-30T13:00:38.000Z,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/6IAJWJ2hIV $NVDA $TSLA $GS $GILD $BABA $GOOGL $FB,0,225
2017-10-30T13:00:54.000Z,"RT @NaviAvatar1: Dow up 71, $AAPL $AMZN $GOOGL $NVDA $BABA $TWTR $TSLA $FB https://t.co/bWjlOvTigY",27,1339
2017-10-30T13:01:52.000Z,"RT @NaviAvatar1: $AMZN Wowow $AAPL iphone X demand!!! Who is next. Join us today. https://t.co/RYPd7fCSsI https://t.co/OpGQKoFRls Dow up 71, $AAPL $AMZN $GOOGL $NVDA $BABA $TWTR $TSLA $FB https://t.co/bWjlOvTigY",31,1340
2017-10-30T13:02:20.000Z,#TRADING US Pre-Market Movers Gap Up / Down  $CAA $ADMS $SHPG $BABA $AET $SOHU $SHOP $OSTK $RACE $BMY $CELG $GOOGL… https://t.co/UOSz07OCwD,0,106
2017-10-30T13:05:50.000Z,$GOOGL Open Interest for Friday (11/03/17) https://t.co/JMlfIlMhiP,0,794
2017-10-30T13:07:22.000Z,https://t.co/7yJ8px2u27 &lt;&lt; This guy made $72 million trading Pennystocks!? $AGNC $GOOGL $INO $PCG,0,44
2017-10-30T13:09:59.000Z,"$GOOGL breakout closed not top, but near bottom of day's range? Less than satisfying volume? Suggests more pain ahead those not long enough?",0,73
2017-10-30T13:14:24.000Z,"RT @seeitmarket: Tech Earnings Blowout: Time To Take Profits? - https://t.co/IPV6NTpGJu   blog by @MarkNewtonCMT

$AMZN $MSFT $FSLR $GOOGL…",27,265
2017-10-30T13:15:05.000Z,"If you are not making money in this market &amp; want consistency, try our team https://t.co/64wW453O41 $FB $NFLX $AMZN $AMD $TSLA $AAPL $GOOGL",0,899
2017-10-30T13:28:29.000Z,5 Hot Stocks From The Top 25 Wall Street Analysts https://t.co/zlMBq8FaH0 $GOOG $GOOGL $BIVV $MULE $QUOT $PRAH https://t.co/kN8pQJykoX,0,1383
2017-10-30T13:30:12.000Z,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/PnA4sejJWB

$NFLX $TSLA $AAPL $BABA $AMD $GS $FB $AMZN $GOOGL $NVDA",0,225
2017-10-30T13:34:51.000Z,"LIVE: What to expect when Facebook, Twitter and Google testify on Capitol Hill tomorrow $FB $TWTR $GOOGL… https://t.co/yB8RV7fbjy",0,795149
2017-10-30T13:35:49.000Z,"Looking For Business card, Rack card, Flyer, Brochure, Letterhead, Roll UP Banner, FB Cover Page ?
Contact:… https://t.co/QyXj5swX1W LIVE: What to expect when Facebook, Twitter and Google testify on Capitol Hill tomorrow $FB $TWTR $GOOGL… https://t.co/yB8RV7fbjy",0,151
2017-10-30T13:37:15.000Z,"I see stocks have 5ma cross 10ma on daily chart are:
$AAPL
$NFLX
$GOOGL
$AMZN
$NVDA
$FB",0,2415
2017-10-30T13:37:33.000Z,Google's $35/mo YouTube Live TV extensively advertised / sponsor of 2017 World Series Games. Look out cable companies =&gt; Cord Cutting $GOOGL,0,1232
2017-10-30T13:39:29.000Z,"Attention all $FB, $AMZN, $MSFT, $AAPL, $NFLX, and $GOOGL investors imagine if you could have bought what you have… https://t.co/iCKpZKGTo4 https://t.co/5veuKbQRpA",0,132
2017-10-30T13:39:53.000Z,"RT @YahooFinance: LIVE: What to expect when Facebook, Twitter and Google testify on Capitol Hill tomorrow $FB $TWTR $GOOGL… ",29,3928
2017-10-30T13:40:41.000Z,"RT @YahooFinance: LIVE: What to expect when Facebook, Twitter and Google testify on Capitol Hill tomorrow $FB $TWTR $GOOGL… ",29,8709
2017-10-30T13:41:51.000Z,Price Target Alert: Trading the Zacks price target change for ALPHABET INC CLASS A $GOOGL https://t.co/ssnSPuG2qH https://t.co/pT7usu0Xys,0,2594
2017-10-30T13:42:02.000Z,$NVDA 205C closed at 2.35 from 1.70 - not greedy on this one 💰 #market #money #options #stocks #trading $FB $AMZN $AAPL $GOOGL $AAPL,0,1645
2017-10-30T13:44:47.000Z,Added some $IBB 325C for this week at 1.05 #market #money #options #stocks #trading $FB $AMZN $AAPL $GOOGL $AAPL,0,1645
2017-10-30T13:45:05.000Z,"NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed 
https://t.co/xRM8sxk9tP
$SPY $AAPL $NFLX $TSLA $AMZN $GOOGL",0,900
2017-10-30T13:50:12.000Z,Playing from profits some $NVDA 210C for this week at 1.25 #market #money #options #stocks #trading $FB $AMZN  $AAPL $GOOGL $AAPL,0,1645
2017-10-30T13:50:58.000Z,"RT @YahooFinance: LIVE: What to expect when Facebook, Twitter and Google testify on Capitol Hill tomorrow $FB $TWTR $GOOGL… ",29,492
2017-10-30T13:55:34.000Z,$GOOGL traded right to gap support - added some Nov 10 1040s. Stop wd be just below friday gap,0,760
2017-10-30T13:55:41.000Z,Check out my Video Analysis on the Technical conditions in $AMZN Vs. $GOOGL &amp; $MSFT coming into Friday earrings. I think it’s important,0,9671
2017-10-30T13:58:44.000Z,$NVDA 210C closed at 1.60 from 1.25  💰 #market #money #options #stocks #trading $FB $AMZN  $AAPL $GOOGL $AAPL,0,1646
2017-10-30T13:58:44.000Z,$AAPL Definite chase going on with $APPL after $AMZN $MSFT $GOOGL $INTC results. Results need to match the buying pressure. Earnings Thurs.,0,2099
2017-10-30T13:58:59.000Z,$snap has 5% upside by the most bullish broker while the stock should trade at a 50% downside ==&gt; BUY $FB &amp; $GOOGL,0,32
2017-10-30T13:59:12.000Z,"$SNAP will drift to $8 by year end ==&gt;non scalable, facing fierce competition from $FB &amp; $GOOGL and expensive ! SELL",0,32
2017-10-30T13:59:30.000Z,Hedge your scalable tech name $GOOGL &amp; $FB by selling subscale companies with limited R&amp;D $SNAP &amp; $TWTR !,0,33
2017-10-30T14:00:03.000Z,$GOOGL #InternetSoftwareAndServices sector comp is now available https://t.co/2yi2LMqRtf,0,13
2017-10-30T14:00:29.000Z,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/xkkVhEaz2V $NVDA $TSLA $GS $NFLX $BAC $GOOGL $FB,0,225
2017-10-30T14:01:05.000Z,"RT @YahooFinance: LIVE: What to expect when Facebook, Twitter and Google testify on Capitol Hill tomorrow $FB $TWTR $GOOGL… ",29,40
2017-10-30T14:01:19.000Z,52-Week High Alert: Trading today’s movement in ALPHABET INC CLASS A $GOOGL https://t.co/Xa605OdYME https://t.co/loWSW20DqV,0,2594
2017-10-30T14:02:48.000Z,"RT @YahooFinance: LIVE: What to expect when Facebook, Twitter and Google testify on Capitol Hill tomorrow $FB $TWTR $GOOGL… ",29,69
2017-10-30T14:03:37.000Z,Top Implied #Volatility Gainers $MRK $AMD $AAPL $GOOGL $VALE $TEVA https://t.co/182Hd0MCfX,0,394
2017-10-30T14:04:17.000Z,Watch the call bid/ask spreads here - be patient.  Very wide on $GOOGL Nov 10,0,760
2017-10-30T14:08:27.000Z,$GOOGL BOUT TO B/O,0,409
2017-10-30T14:10:47.000Z,$GOOGL - watching to see if it reverses higher later this wk - Nov,0,1363
2017-10-30T14:13:42.000Z,$BABA 190C for Nov @ 3.50 with a tight stop #market #money #options #stocks #trading $FB $AMZN $AAPL $GOOGL $TSLA,0,1646
2017-10-30T14:15:06.000Z,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! 

$AMZN $NFLX $GOOGL $BIDU $GS $FB",0,901
